Question,A,B,C,D,Answer,Grade
Bản chất giai cấp của nhà nước pháp quyền xã hội chủ nghĩa Việt Nam được thể hiện tập trung nhất ở,sự phục vụ lợi ích của nhân dân.,sự thể hiện ý chí của nhân dân.,sự do nhân dân xây dựng nên.,sự lãnh đạo của Đảng đối với nhà nước.,B,GDCD 11
Một trong những chức năng cơ bản của Nhà nước là:,trấn áp và bảo vệ đất nước.,tổ chức đàn áp sự phản kháng trong xã hội.,đảm bảo trật tự an ninh chính trị và trật tự an toàn xã hội.,"tổ chức các hoạt động văn hóa, văn nghệ.",C,GDCD 11
Nhà nước pháp quyền XHCN mang bản chất của,giai cấp công nhân.,giai cấp công nhân và giai cấp nông dân.,giai cấp công nhân và nhân dân lao động.,tầng lớp trí thức trong xã hội,B,GDCD 11
"Trong các kiểu nhà nước, Nhà nước nào dưới đây khác về chất so với các nhà nước trước đó?",Chiếm hữu nô lệ.,Phong kiến,Tư bản.,Xã hội chủ nghĩa.,D,GDCD 11
Bản chất giai cấp của nhà nước pháp quyền xã hội chủ nghĩa Việt Nam được thể hiện tập trung nhất là,phục vụ lợi ích của nhân dân.,sự lãnh đạo của ĐCS Việt Nam đối với nhà nước.,thể hiện ý chí của nhân dân.,do nhân dân xây dựng nên.,C,GDCD 11
"Bảo đảm an ninh chính trị và trật tự, an toàn xã hội để xây dựng và phát triển kinh tế là:",chức năng của nhà nước pháp quyền nước ta.,ý nghĩa của nhà nước pháp quyền nước ta.,ý muốn của nhà nước pháp quyền nước ta.,đường lối của nhà nước pháp quyền nước ta.,A,GDCD 11
"Tổ chức và xây dựng, bảo đảm thực hiện các quyền tự do, dân chủ và lợi ích hợp pháp của công dân là",chức năng của nhà nước pháp quyền nước ta.,ý nghĩa của nhà nước pháp quyền nước ta.,ý muốn của nhà nước pháp quyền nước ta.,đường lối của nhà nước pháp quyền nước ta,A,GDCD 11
"Nhà nước Cộng hoà xã hội chủ nghĩa Việt Nam là nhà nước pháp quyền xã hội chủ nghĩa của dân, do dân, vì dân. Tất cả quyền lực nhà nước thuộc về",người có chức quyền.,số đông.,một nhóm người.,nhân dân.,D,GDCD 11
Tính dân tộc của Nhà nước ta thể hiện ở chỗ trong quá trình hoạt động luôn kế thừa và phát huy những truyền thống tốt đẹp của,dân tộc,thế giới,khu vực,một nhóm người,A,GDCD 11
Phương án nào dưới đây là chức năng cơ bản của Nhà nước pháp quyền xã hội chủ nghĩa Việt Nam?,Tổ chức và xây dựng.,Tổ chức các hoạt động từ thiện.,Tổ chức các sự kiện truyền thông.,Tổ chức đàn áp sự phản kháng trong xã hội.,A,GDCD 11
Nội dung nào dưới đây không đúng  khi nói về khái niệm Nhà nước pháp quyền xã hội chủ nghĩa Việt Nam?,Là nhà nước của nhân dân.,"Là nhà nước của dân, do dân, vì dân.",Là nhà nước của riêng giai cấp công nhân.,"Là nhà nước của giai cấp công nhân và  các giai cấp, tầng lớp khác.",C,GDCD 11
Chị H viết đơn tố cáo hành vi thường xuyên xả nước thải ra môi trường của ông K. Vậy việc làm của H thể hiện nội dung nào dưới đây trong việc xây dựng nhà nước pháp quyền?,Trách nhiệm.,Nghĩa vụ.,Sự hiếu thắng.,Sự góp ý.,A,GDCD 11
"Anh H thực hiện chủ trương, đường lối, chính sách của đảng, pháp luật của nhà nước là thể hiện nội dung nào dưới đây trong việc tham gia xây dựng nhà nước pháp quyền?",Trách nhiệm.,Nghĩa vụ.,Sự hiếu thắng.,Sự góp ý.,A,GDCD 11
Anh B tham gia xây dựng nhà nước pháp quyền xã hội chủ nghĩa được thể hiện ở hoạt động nào sau đây?,Tố cáo hành vi tham nhũng.,Quyên góp ủng hộ lũ lụt.,Tích cực tham gia bảo vệ môi trường.,Tham gia các hoạt động xã hội,A,GDCD 11
Sự lãnh đạo của Đảng Cộng sản đối với nhà nước ta thể hiện nhà nước ta mang bản chất của,Giai cấp công nhân.,Giai cấp thống trị., Giai cấp công – nông – trí thức.,Giai cấp bị trị.,B,GDCD 11
Bản chất giai cấp công nhân của Nhà nước ta bao hàm cả,Tính nhân dân và tính dân tộc.,Tính nhân dân và tính giai cấp.,Tính giai cấp và tính dân tộc.,Tính giai cấp và tính hiện đại.,B,GDCD 11
Công cụ chủ yếu để nhân dân thực hiện quyền làm chủ của mình là,Công an,Quốc hội,Tòa án,Nhà nước,B,GDCD 11
Nội dung nào dưới đây không thể hiện tính dân tộc của Nhà nước ta?,"Kế thừa và phát huy những truyền thống, bản sắc tốt đẹp của dân tộc.","Nhà nước của dân, do dân và vì dân.",Chăm lo lợi ích mọi mặt cho tất cả các dân tộc.,Thực hiện đại đoàn kết dân tộc.,C,GDCD 11
Nội dung nào dưới đây thể hiện chức năng của Nhà nước pháp quyền xã hội chủ nghĩa Việt Nam?,Thực hiện đoàn kết toàn dân.,Thực hiện đại đoàn kết dân tộc.,"Đảm bảo an ninh chính trị và trật tự, an toàn xã hội.",Để nhân dân thực hiện quyền làm chủ của mình.,D,GDCD 11
"Trong lịch sử phát triển của xã hội loài người đã trải qua một thời kì chưa có nhà nước, đó là xã hội",Cộng sản nguyên thủy,Phong kiến,Chiếm hữu nô lên,Tư bản chủ nghĩa,A,GDCD 11
"Cuối thời kì cộng sản nguyên thủy, chế độ tư hữu hình thành dẫn đến xã hội xảy ra hiện tượng",Kinh tế phát triển.,Năng suất lao động tăng.,Phân chia giai cấp.,Phân chia đẳng cấp.,C,GDCD 11
"Khi xuất hiện chế độ tư hữu về tư liệu sản xuất, khi xã hội phân hóa thành các giai cấp, mâu thuẫn giữa các giai cấp ngày càng gay gắt đến mức không thể điều hòa được thì",Xảy ra chiến tranh.,Nhà nước ra đời.,Triệt tiêu giai cấp.,Mâu thuẫn biến mất.,A,GDCD 11
Nội dung nào dưới đây thể hiện khái niệm nhà nước pháp quyền xã hội chủ nghĩa Việt Nam?,"A. Nhà nước của nhân dân, do nhân dan và vì nhân dân.",B. Quản lí mọi mặt của đời sống xã hội bằng pháp luật.,C. Do Đảng Cộng sản Việt Nam lãnh đạo.,"D. Cả A, B và C.",D,GDCD 11
Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam mang bản chất của giai cấp,Nông dân.,Công nhân.,Thống trị.,Bị trị.,B,GDCD 11
Nền dân chủ XHCN mang bản chất giai cấp công nhân thể hiện ở sự lãnh đạo của giai cấp công nhân do,Đảng Cộng sản lãnh đạo.,những người có quyền lãnh đạo.,giai cấp nông dân lãnh đạo.,những người nghèo trong xã hội lãnh đạo.,A,GDCD 11
"Hình thức dân chủ với những qui chế, thiết chế để nhân dân thảo luận, biểu quyết, tham gia trực tiếp quyết định công việc của cộng đồng, của Nhà nước là:",dân chủ gián tiếp.,dân chủ trực tiếp.,dân chủ đại diện.,dân chủ liên minh.,B,GDCD 11
"Hình thức dân chủ thông qua những qui chế, thiết chế để nhân dân bầu ra những người đại diện thay mặt mình quyết định các công việc chung của cộng đồng, của Nhà nước là",dân chủ gián tiếp.,dân chủ trực tiếp.,dân chủ phân quyền.,dân chủ liên minh.,A,GDCD 11
Tham gia bầu cử hội đồng nhân dân các cấp thực hiện thông qua hình thức dân chủ nào dưới đây?,Trực tiếp,Gián tiếp,Phổ thông đầu phiếu,Bỏ phiếu kín,C,GDCD 11
Nội dung nào sau đây không thể hiện quyền bình đẳng của công dân trên lĩnh vực văn hóa:,"Quyền sáng tác, phê bình văn học nghệ thuật.","Quyền được hưởng các lợi ích từ sáng tạo văn hoá, nghệ thuật của mình.","Quyền được hưởng các lợi ích từ sáng tạo văn hoá, nghệ thuật.",Quyền bầu cử và ứng cử vào các cơ quan quyền lực nhà nước,D,GDCD 11
Nhân dân thôn X tổ chức cuộc họp toàn dân trong đó có nội dung thảo luận về việc tu sửa đường giao thông liên xóm. Trong trường hợp này nhân dân thôn X thực thi hình thức dân chủ nào sau đây?,Trực tiếp.,Đại diện.,Toàn dân.,Gián tiếp.,A,GDCD 11
M đang là học sinh lớp 11 nên không thể thực hiện quyền dân chủ nào dưới đây?,Ứng cử vào HĐND cấp xã.,Sáng tác văn học.,Đóng phim.,Tham gia bảo hiểm y tế.,A,GDCD 11
"Vào đầu mỗi năm học, học sinh thường tham gia thực hiện hình thức dân chủ trực tiếp, đó là việc làm nào sau đây?",Bầu giáo viên chủ nhiệm.,Bầu ban cán sự lớp.,Bầu chủ tịch công đoàn trường.,Bầu hiệu trưởng.,B,GDCD 11
Nội dung nào dưới đây thể hiện khái niệm nhà nước pháp quyền xã hội chủ nghĩa Việt Nam?,"Nhà nước của nhân dân, do nhân dan và vì nhân dân.",Quản lí mọi mặt của đời sống xã hội bằng pháp luật.,Do Đảng Cộng sản Việt Nam lãnh đạo.,"Cả A, B và C.",D,GDCD 11
Một trong những phương hướng cơ bản của chính sách dân số nước ta là tăng cường công tác lãnh đạo và,quản lí,tổ chức,giáo dục,vận động,C,GDCD 11
Một trong những mục tiêu cơ bản của chính sách giải quyết việc làm ở nước ta là,giảm tỉ lệ thất nghiệp.,tăng tỉ lệ lao động qua đào tạo nghề.,sử dụng có hiệu quả nguồn vốn.,"giảm tỉ lệ thất nghiệp, tăng tỉ lệ lao động qua đào tạo nghề.",D,GDCD 11
Nội dung nào sau đây nói về tình hình việc làm ở nước ta hiện nay?,Việc làm thiếu trầm trọng.,Việc làm là vấn đề không được quan tâm nhiều.,Việc làm đã được giải quyết hợp lí.,Thiếu việc làm là vấn đề bức xúc ở nông thôn và thành thị.,D,GDCD 11
Một trong những phương hướng cơ bản của chính sách giải quyết việc làm nước ta là,"phát triển nguồn nhân lực, mở rộng quy mô sản xuất","mở rộng thị trường lao động, khai thác tối đa nguồn tài nguyên","phát triển nguồn nhân lực, mở rộng thị trường lao động",thúc đẩy phát triển sản xuất và dịch vụ,C,GDCD 11
Mục tiêu của chính sách dân số là,giảm mật độ dân số,giảm tốc độ gia tăng dân số,nâng cao chất lượng cuộc sống cho nhân dân,"đảm bảo qui mô dân số, cơ cấu dân số",B,GDCD 11
Một trong những phương hướng cơ bản của chính sách dân số nước ta là gì?,Nâng cao đời sống nhân dân.,"Tăng cường nhận thức, thông tin.",Nâng cao hiệu quả đời sống nhân dân.,Nâng cao sự hiểu biết của người dân.,B,GDCD 11
Một trong những phương hướng của chính sách giải quyết việc làm ở nước ta là gì sau đây?,Nâng cao hiểu biết của người dân.,"Làm tốt công tác thông tin, tuyên truyền.",Đẩy mạnh xuất khẩu lao động.,Giảm tỉ lệ thất nghiệp.,D,GDCD 11
"Nước ta muốn có quy mô, cơ cấu dân số và phân bố dân cư hợp lí để phát triển nhanh và bền vững thì phải",có chính sách dân số đúng đắn.,khuyến khích tăng dân số.,giảm nhanh việc tăng dân số.,phân bố lại dân cư hợp lí.,A,GDCD 11
Quan niệm dân gian nào dưới đây ảnh hưởng xấu đến chính sách dân số của nước ta?,Con hơn cha là nhà có phúc.,Một giọt máu đào hơn ao nước lã.,Cha  mẹ sinh con trời sinh tính.,Đông con hơn nhiều của.,B,GDCD 11
"Để thực hiện chính sách dân số, biện pháp  nào dưới đây tác động trực tiếp tới  nhận thức của  người dân?",Nhà nước tăng cường đầu tư kinh phí.,Tranh thủ sự giúp đỡ của Liên Hợp Quốc.,"Tuyên truyền, giáo dục về chính sách dân số.",Nhà nước ban hành văn  bản pháp luật  về dân số.,C,GDCD 11
Nhà nước cần làm gì để thực hiện chính sách giải quyết việc làm?,Tìm việc làm cho tất cả mọi người đến tuổi lao động.,Tạo ra nhiều việc làm bằng lao động chân tay.,Tập trung mọi nguồn lực để phát triển kinh tế,Tập trung giải quyết việc làm ở thành thị và nông thôn.,D,GDCD 11
Nội dung nào dưới đây không phải là phương hướng của chính sách giải quyết việc làm ở nước ta?,Tập trung giải quyết việc làm ở thành thị và nông thôn.,"Khuyến khích làm giàu theo pháp luật, tự do hành nghề.","Đẩy mạnh xuất khẩu lao động, tạo việc làm.",Sử dụng có hiệu quả nguồn vốn vay của Nhà nước,A,GDCD 11
Việc xuất khẩu lao động sang thị trường Nhật Bản là việc làm thực hiện mục tiêu nào về chính sách giải quyết việc làm?,Khuyến khích làm giàu theo pháp luật.,Đẩy mạnh xuất khẩu lao động.,Thúc đẩy phát triển sản xuất và dịch vụ.,Sử dụng hiệu quả nguồn vốn.,B,GDCD 11
"Trong chương trình mục tiêu quốc gia để giải quyết việc làm, cải thiện điều kiện làm việc cho người lao động là phương hướng nào của chính sách giải quyết việc làm nước ta?",Sử dụng có hiệu quả nguồn vốn.,"Thúc đẩy phát triển sản xuất, dịch vụ.",Đẩy mạnh xuất khẩu lao động.,"Khuyến khích làm giàu theo pháp luật, tự do hành nghề.",B,GDCD 11
