Question,A,B,C,D,Answer,Grade
Nội dung nào không phải là mục tiêu của chính sách giải quyết việc làm ở nước ta?,Phát triển nguồn nhân lực.,Mở rộng thị trường lao động.,Giữ nguyên tỉ lệ thất nghiệp.,Tăng tỉ lệ người lao động đã qua đào tạo nghề.,C,GDCD 11
Mục tiêu của chính sách giải quyết việc làm của nước ta?,Tăng tỉ lệ người lao động đã qua đào tạo nghề.,Đẩy mạnh xuất khẩu lao động.,"Phân bố dân cư hợp lí, nâng cao chất lượng dân số.",Tăng thu nhập bình quân đầu người cho nhân dân.,D,GDCD 11
Ý kiến nào sau đây phản ánh đúng tình hình dân số nước ta hiện nay?,Quy mô dân số vừa.,Tốc độ tăng dân số chậm.,Chất lượng dân số cao.,"Mật độ dân số cao, phân bố chưa hợp lí.",D,GDCD 11
Nội dung nào dưới đây thể hiện phương hướng để thực hiện chính sách dân số?,"Làm tốt công tác thông tin, tuyên truyền, giáo dục kế hoạch hóa gia đình.",Thúc đẩy phát triển sản xuất và dịch vụ.,Đẩy mạnh xuất khẩu lao động.,Sử dụng có hiệu quả nguồn vốn.,A,GDCD 11
Nhà nước ta đặt mục tiêu tiếp tục giảm tốc độ gia tăng dân số là vì,Quy mô dân số lớn.,Mật độ dân số nhanh.,Kết quả giảm sinh chưa vững chắc.,Chất lượng dân số cao.,C,GDCD 11
"Nhà nước ta thực hiện nâng cao sự hiểu biết của người dân về vai trò của gia đình, bình đẳng giới, sức khỏe sinh sản, nhằm góp phần",Thực hiện kế hoạch hóa gia đình.,Giảm quy mô dân số.,Nâng cao chất lượng dân số.,Phân bố dân số hợp lí.,C,GDCD 11
"Các yếu tố tự nhiên và vật chất nhân tạo, bao quanh con người, có ảnh hưởng đến đời sống, sản xuất, sự tồn tại phát triển của con người và sinh vật là",môi trường.,sinh thái.,khí quyển.,không khí.,A,GDCD 11
Mục tiêu của chính sách tài nguyên và bảo vệ môi trường nước ta hiện nay là gì?,"Khai thác nhanh, nhiều tài nguyên để đẩy mạnh phát triển kinh tế",Ngăn chặn tình trạng hủy hoại đang diễn ra nghiêm trọng,"Cải thiện môi trường, tránh xu hướng chạy theo lợi ích trước mắt để gây hại cho môi trường","Sử dụng hợp lí tài nguyên, bảo vệ môi trường, bảo tồn đa dạng sinh học, từng bước nâng cao chất lượng môi trường, góp phần phát triển kinh tế - xã hội bền vững.",D,GDCD 11
Nội dung nào dưới đây là một trong những mục tiêu của chính sách tài nguyên và bảo vệ môi trường ở nước ta hiện nay?,Nâng cao chất lượng môi trường.,Xả thải trực tiếp ra môi trường.,Lấp ao hồ để xây dựng nhà cửa.,Chiếm hữu tài nguyên thiên nhiên.,A,GDCD 11
Nội dung nào dưới đây là phương hướng của chính sách tài nguyên và bảo vệ môi trường ?,Buông lỏng quản lí tài nguyên môi trường.,Môi trường đang bị ô nhiễm ngày càng nặng nề.,"Khoáng sản có nguy cơ cạn kiệt, diện tích rừng đang bị thu hẹp.","Khai thác, sử dụng hợp lí, tiết kiệm tài nguyên.",D,GDCD 11
Nội dung nào dưới đây là phương hướng của chính sách tài nguyên và bảo vệ môi trường ?,Buông lỏng quản lí tài nguyên môi trường.,"Chủ động phòng ngừa ngăn chặn ô nhiễm, cải thiện môi trường.","Khoáng sản có nguy cơ cạn kiệt, diện tích rừng đang bị thu hẹp.",Môi trường đang bị ô nhiễm ngày càng nặng nề.,B,GDCD 11
Nhà máy X không áp dụng công nghệ xử lí rác thải mà chôn lấp rác thải gần khu dân cư. Hành động này đã vi phạm chính sách,khoa học và công nghệ,tài nguyên và bảo vệ môi trường,bảo vệ và phát triển tài nguyên,bảo tồn thiên nhiên,B,GDCD 11
"Thấy bạn B và G thường xuyên đổ rác thải không đúng nơi quy định nên H báo với nhà trường. Bực tức, B đã nhờ T đánh H. Trong trường hợp này, những ai đã vi phạm chính sách về bảo vệ môi trường?","Bạn B, G.","Bạn B, G, T.","Bạn B, G, H.","BạnB, G, T và H.",A,GDCD 11
"Sau mỗi buổi học, J lại vào rừng khai thác trái phép gỗ để bán lấy tiền để giúp đỡ gia đình. H đã giới thiệu cho J bán số gỗ khai thác trái phép cho U với giá cao hơn. Trong trường hợp này, những ai đã vi phạm chính sách về bảo vệ môi trường?",Mình J.,Bạn J và H.,"Bạn J, H và U.",Bạn U và H.,C,GDCD 11
Nội dung nào sau đây không phải trách nhiệm của công dân trong việc bảo vệ môi trường và tài nguyên thiên nhiên?,"Chấp hành pháp luật về bảo vệ tài nguyên, môi trường.",Tích cực tham gia hoạt động bảo vệ môi trường.,"Tố cáo các hành vi vi phạm luật bảo vệ tài nguyên, môi trường.",Xây dựng và phát triển các khu bảo tồn thiên nhiên.,D,GDCD 11
Việc làm nào dưới đây thể hiện công dân biết bảo vệ tài nguyên và môi trường?,Vứt rác không đúng nơi quy định.,Tích cực sử dụng các sản phẩm từ mật gấu.,Không sử dụng sản phẩm nhựa dùng một lần.,Sử dụng lãng phí năng lượng.,C,GDCD 11
Sự nghiệp giáo dục và đào tạo của nước ta hiện nay có nhiệm vụ,xây dựng và bảo vệ Tổ quốc.,"phục vụ sự nghiệp công nghiệp hoá, hiện đại hoá.","nâng cao dân trí, đào tạo nhân lực, bồi dưỡng nhân tài.",xây dựng và phát triển kinh tế.,C,GDCD 11
"Đối với giáo dục và đào tạo thì mở rộng qui mô giáo dục; từ giáo dục mầm non đến giáo dục  đại học, tăng dạy nghề và trung cấp chuyên nghiệp là",phương hướng.,chính sách.,ý nghĩa.,thực trạng.,B,GDCD 11
"Em hãy giúp K chỉ ra trong các hoạt động sau, đâu là hoạt động khoa học, công nghệ?",Đầu tư kinh phí cho việc nghiên cứu đề tài xử lí rác thải.,Mở rộng mạng lưới thư viện các trường học.,Khuyến khích tổ chức các ngày lễ hội truyền thống.,"Tham gia các hội khuyến học ở các cấp xã, huyện, tỉnh.",A,GDCD 11
"Bạn H rủ B, M và N đi chùa để cầu may. Cả bốn bạn cùng bàn xem nên mặc trang phục gì cho đẹp. H đưa ra ý kiến là nên mặc váy ngắn. M phản đối vì cho rằng trang phục như vậy không phù hợp khi đi chùa. Còn B và N lại rất hào hứng với ý tưởng của H. Trong trường hợp này hành vi của những ai là không nên?",Bạn H.,"Bạn H, B và N.",Bạn M.,Bạn B và N.,B,GDCD 11
Trách nhiệm của công dân đối với chính sách quốc phòng và an ninh thể hiện ở việc,chấp hành pháp luật dân sự là đủ với những công dân không phải là bộ đội.,"chấp hành pháp luật về quốc phòng và an ninh, giữ gìn trật tự, an ninh quốc gia.",chỉ khi nào nhà nước nhắc nhở mới chấp hành các chính sách quốc phòng và an ninh.,chỉ cảnh giác với các thế lực bên ngoài khi có sự đe dọa trực tiếp bằng vũ lực vào nước ta.,B,GDCD 11
Trách nhiệm của công dân đối với chính sách quốc phòng và an ninh thể hiện ở việc,không cần thực hiện nghĩa vụ quân sự khi không có chiến tranh.,chỉ thực hiện nghĩa vụ quân sự khi bị bắt buộc.,sẵn sàng thực hiện nghĩa vụ quân sự.,nghĩa vụ quân sự là của nhà nước.,C,GDCD 11
Trách nhiệm của công dân đối với chính sách quốc phòng và an ninh thể hiện ở việc,các hoạt động trong lĩnh vực quốc phòng và an ninh là của nhà nước nên không quan tâm.,chỉ tham gia các hoạt động trong lĩnh vực quốc phòng và an ninh khi bị bắt buộc.,tích cực tham gia các hoạt động trong lĩnh vực quốc phòng và an ninh ở nơi cư trú.,không cần tham gia các hoạt động trong lĩnh vực quốc phòng và an ninh.,C,GDCD 11
"Để thực hiện tốt nhiệm vụ bảo vệ Tổ quốc, chúng ta phải luôn kết hợp sức mạnh dân tộc với sức mạnh",quốc phòng và an ninh.,quốc tế.,của khoa học và công nghệ.,thời đại.,A,GDCD 11
"Để thực hiện tốt nhiệm vụ bảo vệ Tổ quốc trong tình hình mới, đòi hỏi chúng ta phải kết hợp quốc phòng với",chiến tranh nhân dân.,an ninh.,quốc phòng toàn dân.,biên phòng.,C,GDCD 11
"Những truyền thống tốt đẹp, sức mạnh văn hoá tinh thần và sức mạnh vật chất của dân tộc là",sức mạnh dân tộc.,sức mạnh thời đại.,sức mạnh tinh thần.,sức mạnh thể chất.,A,GDCD 11
"Sức mạnh của khoa học và công nghệ, sức mạnh của các lực lượng tiến bộ và cách mạng trên thế giới là",sức mạnh dân tộc.,sức mạnh thời đại.,sức mạnh tinh thần.,sức mạnh thể chất.,B,GDCD 11
Nội dung nào dưới đây là phương hướng cơ bản để xây dựng quốc phòng và an ninh?,"Duy trì trật tự kỉ cương, an toàn xã hội.","Bảo vệ an ninh chính trị, an ninh kinh tế, an ninh văn hoá - tư tưởng.","Bảo vệ Đảng, Nhà nước, nhân dân và chế độ XHCN.",Kết hợp quốc phòng với an ninh.,D,GDCD 11
Nội dung nào dưới đây là phương hướng cơ bản để xây dựng quốc phòng và an ninh?,"Duy trì trật tự kỉ cương, an toàn xã hội.","Bảo vệ an ninh chính trị, an ninh kinh tế, an ninh văn hoá - tư tưởng.",Kết hợp sức mạnh dân tộc với sức mạnh thời đại.,"Bảo vệ Đảng, Nhà nước, nhân dân và chế độ XHCN.",B,GDCD 11
Nội dung nào dưới đây là phương hướng cơ bản để xây dựng quốc phòng và an ninh?,"Duy trì trật tự kỉ cương, an toàn xã hội.",Phát huy sức mạnh tổng hợp của khối đại đoàn kết toàn dân tộc.,"Bảo vệ an ninh chính trị, an ninh kinh tế, an ninh văn hoá - tư tưởng.","Bảo vệ Đảng, Nhà nước, nhân dân và chế độ XHCN.",C,GDCD 11
Nội dung nào dưới đây là phương hướng cơ bản để xây dựng quốc phòng và an ninh?,Kết hợp kinh tế xã hội với quốc phòng và an ninh.,"Duy trì trật tự kỉ cương, an toàn xã hội.","Bảo vệ an ninh chính trị, an ninh kinh tế, an ninh văn hoá - tư tưởng.","Bảo vệ Đảng, Nhà nước, nhân dân và chế độ XHCN.",C,GDCD 11
Hành vi nào sau đây thể hiện trách nhiệm của công dân đối với chính sách quốc phòng và an ninh?,Phản bội Tổ quốc.,Cung cấp bí mật Nhà nước cho nước ngoài.,Chấp hành pháp luật về quốc phòng và an ninh.,Xâm phạm an ninh quốc gia.,C,GDCD 11
Kết hợp kinh tế - xã hội với quốc phòng và an ninh là để,các thế lực đang thực hiện âm mưu “ diễn biến hòa bình ”,thực hiện đồng thời hai nhiệm vụ chiến lược xây dựng và bảo vệ Tổ quốc.,Nhà nước ta xây dựng chủ nghĩa xã hội ,các thế lực thù địch luôn tìm cách chống phá Nhà nước ,B,GDCD 11
Việc làm nào dưới đây là trách nhiệm của công dân đối với chính sách quốc phòng an ninh?,Tăng cường trang bị khí tài cho lực lượng vũ trang.,Sẵn sàng tham gia nghĩa vụ quân sự khi đến tuổi.,Xây dựng nền quốc phòng toàn dân và an ninh nhân dân.,Đảm bảo nền tảng cho quốc phòng và an ninh.,B,GDCD 11
Vận dụng,cản trở chủ trương của địa phương.,"thể hiện quyền tự do, bình đẳng của công dân.",bảo vệ quyền lao động chính đáng của con.,vi phạm chính sách quốc phòng và an ninh.,D,GDCD 11
"Thấy người lạ vào xóm của mình phát tài liệu và tuyên truyền về tôn giáo lạ, K đã báo cho chính quyền đại phương. Việc làm của K là",Không cần thiết vì không liên quan đến mình.,Không cần thiết vì không biết người lạ có vi phạm hay không.,Cần thiết để góp phần bảo vệ an ninh thôn xóm.,Cần thiết để chứng tỏ bản lĩnh.,C,GDCD 11
"Bạn K, 17 tuổi đang học lớp 11 đã tham gia khám tuyển nghĩa vụ quân sự tại địa phương. Việc làm này của K là",cần thiết theo quy định của luật nghĩa vụ quân sự.,cần thiết để kiểm tra sức khỏe bản thân.,cần thiết để thể hiện đã trưởng thành.,không cần thiết vì đang là học sinh.,B,GDCD 11
"Vì cha mẹ không muốn cho Q đi bộ đội nên mẹ Q đã đưa cho ông P một khoản tiền để lo lót cho ông T là cán bộ quân sự địa phương để loại Q ra khỏi danh sách trúng tuyển. Trong trường hợp này, những ai đã vi phạm chính sách quốc phòng và an ninh của Đảng và Nhà nước ta?","A. Bố Q, mẹ Q và Q.","B. Mẹ Q, ông P, ông T.","C. Bố Q, mẹ Q và ông P.","D. Bố Q, mẹ Q và ông T.",B,GDCD 11
