Câu hỏi,A,B,C,D,Answer,Grade,retained
Vai trò quá trình thoát hơi nước của cây là :,Tăng lượng nước cho cây.,"Giúp cây vận chuyển nước, các chất từ rễ lên thân và lá.",Cân bằng khoáng cho cây.,Làm giảm lượng khoáng trong cây.,B,Sinh 11,True
Năng suất quang hợp bị giảm sút do hoạt động nào sau đây?,cố định $CO_2$,thải $CO_2$,khử $CO_2$,hấp thu $CO_2$,B,Sinh 11,True
Diệp lục có màu lục vì?,sắc tố này hấp thụ các tia sáng màu lục,sắc tố này không hấp thụ các tia sáng màu lục,sắc tố này hấp thụ các tia sáng màu xanh tím,sắc tố này không hấp thụ các tia sáng màu xanh tím,B,Sinh 11,False
"Khi nói về ảnh hưởng của các nhân tố ngoại cảnh đến quang hợp, câu có nội dung đúng sau đây là?","cùng một cường độ chiếu sáng, tia đỏ có hiệu quả quang hợp cao hơn tia xanh, tím.",trong các nhân tố môi trường thì nhiệt độ là nhân tố cơ bản nhất của quang hợp.,nguyên liệu trực tiếp cung cấp H+ cho phản ứng sáng trong quang hợp là NADPH.,quang hợp ở cây xanh bắt đầu tăng khi nhiệt độ môi trường ở vào khoảng $25 – 35^\circ C$.,A,Sinh 11,True
Các sắc tố quang hợp hấp thụ năng lượng ánh sáng và truyền năng lượng đã hấp thụ theo sơ đồ nào sau đây là đúng?,Carôtenôit → Diệp lục b → Diệp lục a → Diệp lục a trung tâm phản ứng.,Carôtenôit → Diệp lục a → Diệp lục b → Diệp lục b trung tâm phản ứng.,Diệp lục b → Carôtenôit → Diệp lục a → Diệp lục a trung tâm phản ứng.,Diệp lục a → Diệp lục b → Carôtenôit → Carôtenôit trung tâm phản ứng.,A,Sinh 11,False
Hệ rễ cây ảnh hưởng đến môi trường như thế nào ?,Phá hủy hệ vi sinh vật đất có lợi.,Ảnh hưởng xấu đến tính chất của đất.,Làm giảm ô nhiễm môi trường.,Tất cả đều sai.,C,Sinh 11,True
Ý nào dưới đây không đúng với đặc điểm của da giun đất thích ứng với sự trao đổi khí?,Tỷ lệ giữa thể tích cơ thể và diện tích bề mặt cơ thể khá lớn.,Da luôn ẩm giúp các khí dễ dàng khuếch tán qua.,Dưới da có nhiều mao mạch và có sắc tố hô hấp.,Tỷ lệ giữa diện tích bề mặt cơ thể và thể tích cơ thể khá lớn.,A,Sinh 11,False
"Ở thực vật sống trên cạn, lá thoát hơi nước qua con đường nào sau đây?","Qua thân, cành và lớp cutin bề mặt lá.","Qua thân, cành và khí khổng.",Qua khí khổng và lớp cutin.,Qua khí khổng không qua lớp cutin.,C,Sinh 11,False
Nhiều loài thú có thể liếm vết thương để ngăn chặn quá trình viêm nhiễm vì trong nước bọt có gì?,chất kháng sinh làm tan thành tế bào vi khuẩn.,lizozim có tác dụng diệt khuẩn.,"pH hơi kiềm ức chế sự sinh trưởng, phát triển của vi sinh vật.",chất nhầy trong miệng có khả năng kháng khuẩn.,B,Sinh 11,False
"Trước khi đi vào mạch gỗ của rễ, nước và các chất khoáng hòa tan luôn phải đi qua cấu trúc nào sau đây?",Tế bào khí khổng.,Tế bào nội bì.,Tế bào lông hút.,Tế bào nhu mô vỏ.,B,Sinh 11,True
Cơ quan hô hấp của nhóm động vật nào trao đổi khí hiệu quả nhất?,Phổi của bò sát.,Phổi của chim.,Phổi và da của ếch nhái.,Da của giun đất.,B,Sinh 11,True
Vitamin cần cho cơ thể để làm gì?,Làm nguyên liệu cấu tạo mô.,Cung cấp năng lượng,Tham gia vào thành phần cấu tạo của enzim,Khử độc cho tế bào,C,Sinh 11,True
Nguồn cung cấp nitơ tự nhiên cho cây là?,Nitơ trong không khí,Nitơ trong đất,Nitơ trong nước,Cả A và B,D,Sinh 11,True
Thụ phấn chéo là?,sự kết hợp giữa tinh tử và trứng của cùng hoa.,sự thụ phấn của hạt phấn cây này với nhụy của cây khác cùng loài.,sự thụ phấn của hạt phấn với nhụy của cùng một hoa hay khác hoa của cùng một cây.,sự thụ phấn của hạt phấn cây này với nhụy của cây khác loài.,B,Sinh 11,True
Ý nào không đúng với ưu điểm của phương pháp nuôi cấy mô ở thực vật?,"Phục chế những cây quý, hạ giá thành cây con nhờ giảm mặt bằng sản xuất.",Nhân nhanh với số lượng lớn cây giống và sạch bệnh.,Dễ tạo ra nhiều biến dị di truyền tạo nguồn nguyên liệu cho chọn giống.,Duy trì những tính trạng mong muốn về mặt di truyền.,C,Sinh 11,True
"Cho các phát biểu sau:

I. Yếu tố ngoại cảnh ảnh hưởng lớn nhất đến sự sinh trưởng và phát triển của người và động vật là yếu tố di truyền.

II. Có 2 kiểu phát triển của động vật là phát triển qua biến thái hoàn toàn và phát triển qua biến thái không hoàn toàn.

III. Testosteron có tác dụng gây ra các đặc điểm sinh dục phụ thứ cấp ở con đực.

IV. Khi đến mùa rét cơ thể động vật biến nhiệt bị mất nhiệt làm cho sự chuyển hoá trong cơ thể giảm, sinh sản tăng.

Số phát biểu đúng là:",4,2,3,1,D,Sinh 11,True
Quá trình truyền tin qua xináp diễn ra theo trật tự nào?,Khe xinap → Màng trước xinap → Chuỳ xinap → Màng sau xinap.,Màng trước xinap → Chuỳ xinap → Khe xinap → Màng sau xinap.,Màng sau xinap → Khe xinap → Chuỳ xinap → Màng trước xinap.,Chuỳ xinap → Màng trước xinap → Khe xinap → Màng sau xinap.,D,Sinh 11,False
"Cho các phát biểu sau:

I. Hình thức cảm ứng ở động vật đơn bào là các phản xạ không điều kiện.

II. Khi có kích thích thì động vật đơn bào trả lời bằng cách chuyển động cả cơ thể.

III. Cảm ứng là khái niệm rộng hơn phản xạ.

IV. Tất cả các động vật đều có hệ thần kinh.

Số phát biểu đúng là?",4,3,2,1,C,Sinh 11,False
Đặc điểm nào không có ở sinh trưởng sơ cấp ở thực vật?,Diễn ra cả ở cây một lá mầm và cây hai lá mầm.,Diễn ra hoạt động của mô phân sinh đỉnh.,Làm tăng chiều dài của cây.,Diễn ra hoạt động của tầng sinh bần.,D,Sinh 11,True
"Cho các phản xạ sau đây, đâu là phản xạ có điều kiện?",Nghe nói đến quả mơ tiết nước bọt.,Ăn cơm tiết nước bọt.,Em bé co ngón tay lại khi bị kim châm.,Tất cả đều đúng.,A,Sinh 11,False
Ý nào không đúng với cảm ứng của ruột khoang?,Toàn bộ cơ thể co lại khi bị kích thích.,Tiêu phí nhiều năng lượng.,Cảm ứng ở toàn bộ cơ thể.,Tiêu phí ít năng lượng.,D,Sinh 11,False
Juvenin có tác dụng?,"gây lột xác của sâu bướm, kích thích sâu biến thành nhộng và bướm.","gây lột xác của sâu bướm, ức chế sâu biến thành nhộng và bướm.","ức chế sự lột xác của sâu bướm, kích thích sâu biến thành nhộng và bướm.","ức chế sự lột xác của sâu bướm, kìm hãm sâu biến thành nhộng và bướm.",B,Sinh 11,False
"Cho các phát biểu sau:

I. Trong hạt khô, GA đạt trị số cực đại, AAB rất thấp. Trong hạt nảy mầm GA giảm xuống rất mạnh; còn AAB đạt trị số cực đại.

II. Giberelin có tác dụng làm dài các lóng thân ở cây 1 lá mầm.

III. Auxin có tác dụng kích thích ra rễ phụ ở cành giâm.

IV. Etylen có tác dụng gây rụng lá, rụng quả.

Số phát biểu sai là:",4,3,2,1,D,Sinh 11,False
Ý nào không đúng với phản xạ không điều kiện?,Mang tính bẩm sinh và bền vững.,Có số lượng không hạn chế.,"Di truyền được, đặc trưng cho loài.",Thường do tuỷ sống điều khiển.,B,Sinh 11,True
Tập tính động vật là:,"Một số phản ứng trả lời các kích thích của môi trường bên trong hoặc bên ngoài cơ thể nhờ đó mà động vật thích nghi với môi trường sống, tồn tại và phát triển.","Những phản ứng trả lời các kích thích của môi trường bên trong nhờ đó mà động vật thích nghi với môi trường sống, tồn tại và phát triển.","Chuỗi những phản ứng trả lời các kích thích của môi trường bên trong hoặc bên ngoài cơ thể nhờ đó mà động vật thích nghi với môi trường sống, tồn tại và phát triển.","Chuỗi những phản ứng trả lời các kích thích của môi trường bên ngoài cơ thể nhờ đó mà động vật thích nghi với môi trường sống, tồn tại và phát triển.",C,Sinh 11,False
Những hoocmôn thực vật thuộc nhóm kìm hãm sự sinh trưởng là?,"gibêrelin, êtylen.","êtylen, axit abxixic.","auxin, gibêrelin.","auxin, xitôkinin.",B,Sinh 11,False
Điện thế nghỉ là?,"sự không chênh lệch điện thế giữa hai bên màng tế bào khi tế bào không bị kích thích, phía trong màng mang điện âm và ngoài màng mang điện dương.","sự chênh lệch điện thế giữa hai bên màng tế bào khi tế bào không bị kích thích, phía trong màng mang điện dương và ngoài màng mang điện âm.","sự chênh lệch điện thế giữa hai bên màng tế bào khi tế bào không bị kích thích, phía trong màng mang điện âm và ngoài màng mang điện dương.","sự chênh lệch điện thế giữa hai bên màng tế bào khi tế bào bị kích thích, phía trong màng mang điện âm và ngoài màng mang điện dương.",C,Sinh 11,False
Ý nào không đúng khi nói về hạt?,Hạt là noãn đã được thụ tinh phát triển thành.,Hợp tử trong hạt phát triển thành phôi.,Tế bào tam bội trong hạt phát triển thành nội nhũ.,Mọi hạt của thực vật có hoa đều có nội nhũ.,D,Sinh 11,True
Phát triển ở thực vật là?,toàn bộ những biến đổi diễn ra trong chu kì sống của cá thể biểu hiện qua hai quá trình không liên quan với nhau: sinh trưởng và phát sinh hình thái tạo nên các cơ quan của cơ thể.,"toàn bộ những biến đổi diễn ra trong chu kì sống của cá thể biểu hiện ở ba quá trình không liên quan với nhau: sinh trưởng, sự phân hoá và phát sinh hình thái tạo nên các cơ quan của cơ thể.","toàn bộ những biến đổi diễn ra trong chu kì sống của cá thể biểu hiện ở ba quá trình liên quan với nhau là sinh trưởng, sự phân hoá và phát sinh hình thái tạo nên các cơ quan của cơ thể.",toàn bộ những biến đổi diễn ra trong chu kì sống của cá thể biểu hiện qua hai quá trình liên quan với nhau: sinh trưởng và phát sinh hình thái tạo nên các cơ quan của cơ thể.,C,Sinh 11,False
"Có các động vật sau: cá chép, khỉ, bọ ngựa, cào cào, bọ cánh cam, bọ rùa. Những loài nào thuộc động vật phát triển không qua biến thái?","Cá chép, khỉ.","Cánh cam, bọ rùa.","Bọ ngựa, cào cào.",Tất cả đều đúng.,A,Sinh 11,False
Ý nào không đúng với đặc điểm của hệ thần kinh chuỗi hạch?,Số lượng tế bào thần kinh tăng so với thần kinh dạng lưới.,"Phản ứng toàn thân, tiêu tốn nhiều năng lượng hơn so với thần kinh dạng lưới.","Phản ứng cục bộ, ít tiêu tốn năng lượng so với thần kinh dạng lưới.",Khả năng phối hợp giữa các tế bào thần kinh tăng lên so với thần kinh dạng lưới.,B,Sinh 11,True
Hệ thần kinh dạng ống gặp ở động vật nào?,"Cá, lưỡng cư, bò sát, chim, thú, giun đốt.","Cá, lưỡng cư, bò sát, chim, thú, giun tròn.","Cá, lưỡng cư, bò sát, chim, thú, thân mềm.","Cá, lưỡng cư, bò sát, chim, thú.",D,Sinh 11,False
Đặc điểm nào không phải là ưu thế của sinh sản hữu tính so với sinh sản vô tính ở thực vật?,Có khả năng thích nghi với những điều kiện môi trường biến đổi.,Tạo được nhiều biến dị làm nguyên liệu cho quá trình chọn giống và tiến hoá.,Duy trì ổn định những tính trạng tốt về mặt di truyền.,Là hình thức sinh sản phổ biến.,C,Sinh 11,True
Động vật nguyên sinh không có khả năng tiếp nhận và phản ứng với các kích thích,Cơ học.,Hóa học.,Ánh sáng,Âm nhạc,D,Sinh 11,True
Nhóm động vật có số lượng cá thể lớn nhất là:,Chim vẹt.,Cá voi.,Hồng hạc.,Rươi.,C,Sinh 11,True
Nhóm động vật có số loài lớn nhất là:,Động vật nguyên sinh.,Động vật có xương sống.,Thần mềm.,Sâu bọ.,D,Sinh 11,False
Thủy tức bắt mồi có hiệu quả nhờ:,Di chuyển nhanh nhẹn.,Phát hiện ra mồi nhanh.,Có tua miệng dài trang bị các tế bào gai độc.,Có miệng to và khoang ruột rộng.,C,Sinh 11,True
Giun dẹp thường kí sinh ở,Trong máu.,Trong mật và gan.,Trong ruột .,"Cả A, B và C.",D,Sinh 7,True
Mực tự vệ bằng cách,Thu mình vào vỏ.,Phụt nước chạy trốn.,Chống trả.,Phun mực ra.,D,Sinh 7,True
 Sán lá gan di chuyển nhờ, Lông bơi.,Chân bên.,Chân giãn cơ thể.,Giác bám.,C,Sinh 7,True
 Lớp xà cừ của vỏ thân mềm có màu óng ánh cầu vồng,Do tác dụng của ánh sáng.,Do cấu trúc của lớp xà cừ.,Khúc xạ tia ánh sáng.,"Cả A, B và C.",D,Sinh 7,True
Thủy tức thuộc nhóm,Động vật phù phiêu.,Động vật sống bám.,Động vật ở đáy.,Động vật kí sinh.,B,Sinh 7,True
"Ấu trùng giun đũa xâm nhập vào cơ thể, theo máu đi qua", Ruột non.,Tim.,Phổi.,"Cả A, B và C.",D,Sinh 7,False
Trùng roi dùng điểm mắt để,Tìm thức ăn.,Tránh kẻ thù.,Hướng về phía ánh sáng.,Tránh ánh sáng,C,Sinh 7,True
Ấu trùng loài thân mềm có tập tính kí sinh ở cá là,Mực.,Trai sông.,Ốc bươu.,Bạch tuộc.,B,Sinh 7,True
Giun đũa loại các chất thải qua,Huyệt.,Miệng.,Bề mặt da.,Hậu môn.,D,Sinh 7,True
Ấu trùng sán lá gan có mắt và lông bơi ở giai đoạn,Ấu trùng lông.,Ấu trùng trong ốc.,Kén sán.,Ấu trùng đuôi.,A,Sinh 7,True
Giun đất phân biệt nhờ,Cơ thể phân đốt.,Có khoang cơ thể chính thức.,Có chân bên.,"Cả A, B và C.",D,Sinh 7,True
Phủ ngoài cơ thể chân khớp là lớp,Da.,Vỏ đá vôi.,Cuticun.,Vỏ kitin.,D,Sinh 7,True
Số đôi càng (kìm) bắt mồi ở cơ thể tôm sông là:,2 đôi.,3 đôi.,1 đôi.,4 đôi.,A,Sinh 7,True
Các phần cơ thể của sâu bọ là ,Đầu và ngực.," Đầu, ngực và bụng.",Đầu-ngực và bụng.,Đầu và bụng.,B,Sinh 7,False
Các giai đoạn thuộc kiểu biến thái không hoàn toàn là : ,Trứng - Ấu trùng – Trưởng thành.,Trứng – Trưởng thành.,Trứng - Ấu trùng.,Trứng - Ấu trùng – Nhộng – Trưởng thành.,A,Sinh 7,False
Ô-xi ở sâu bọ được truyền từ hệ thống ống khí đến các tế bào cơ thể qua,Máu.,Tiếp xúc trực tiếp.,Dịch khoang cơ thể.,"Cả A, B và C.",B,Sinh 7,True
Quá trình nhân đôi ADN được thực hiện theo nguyên tắc nào?,"Một mạch được tổng hợp gián đoạn, một mạch được tổng hợp liên tục","Mạch liên tục hướng vào, mạch gián đoạn hướng ra chạc ba tái bản",Hai mạch được tổng hợp theo nguyên tắc bổ sung song song liên tục,Nguyên tắc bổ sung và nguyên tắc bán bảo toàn,D,Sinh 7,True
Làm khuôn mẫu cho quá trình phiên mã là nhiệm vụ của,tARN,mạch bổ sung của ADN,mạch mã gốc của ADN,mARN,C,Sinh 7,True
"Ở người, bệnh mù màu (đỏ và lục) là do đột biến lặn nằm trên nhiễm sắc thể giới tính X gây nên (Xm). Nếu mẹ bình thường, bố bị mù màu thì con trai bị mù màu của họ đã nhận Xm từ",bà nội,bố,ông nội,mẹ,D,Sinh 7,True
