,Câu hỏi,A,B,C,D,Answer,Grade
921,Nửa mặt phẳng là miền nghiệm của bất phương trình – x + 2 + 2(y – 2) < 2(1 – x) chứa điểm nào trong các điểm sau:,(0; 3),(2; 1),(4; 2),(1; -1),D,Toán 10
922,Phần không gạch chéo ở hình sau đây là biểu diễn miền nghiệm của hệ bất phương trình nào trong các hệ phương trình sau:,"y - 2x ≤ 2, 2y - x ≥ 4, x + y ≤ 5","y - 2x ≤ 2, 2y - x ≤ 4, x + y ≤ 5","y - 2x ≤ 2, 2y - x ≤ 4, x + y ≤ 4","y - 2x ≤ 2, 2y - x ≥ 4, x + y ≤ -5",B,Toán 10
923,Có bao nhiêu giá trị nguyên dương của m để cặp số (– 2m; 1) là nghiệm của bất phương trình 2x – y – 3 > 0?,0,1,2,Vô số,A,Toán 10
924,Miền nghiệm của bất phương trình 4(x – 1) + 5(y – 3) > 2x – 9 là nửa mặt phẳng không chứa điểm nào sau đây,(0; 3),(1; 2),(- 1; 1),(2; 5),C,Toán 10
925,Phần tô đậm trong hình vẽ dưới đây (kể cả đường thẳng d) biểu diễn miền nghiệm của bất phương trình.,- 2x + y ≥ 0,2x + y ≥ 0,- 2x - y ≥ 1,x + 2y ≥ 0,A,Toán 10
926,"Cho hệ 2x+3y<4 hệ gọi S1 là tập nghiệm của bất phương trình (1), S2 là tập nghiệm của bất phương trình (2) và S là tập nghiệm của hệ thì",S1⊂S2;,S2⊂S1;,S2 = S;,S1 ≠ S.,A,Toán 10
927,Phần không gạch chéo ở hình sau đây là biểu diễn miền nghiệm của hệ bất phương trình nào trong các hệ phương trình sau,y > 0; 3x + 2y < 6,y > 0; 3x + 2y < -6,x > 0; 3x + 2y < 6,x > 0; 3x + 2y > -6,B,Toán 10
929,Giá trị lớn nhất của biết thức F(x; y) = x – 2y với điều kiện 0≤y≤4 là,-6,2,1,0,C,Toán 10
930,Có bao nhiêu giá trị của m để phần nửa mặt phẳng không bị gạch (không kể đường thẳng d) ở hình dưới đây là miền nghiệm của bất phương trình (m² – 3m + 2)x – y < – 2.,0,1,2,3,C,Toán 10
931,"Giá trị lớn nhất của biểu thức F(x; y) = 2x + y trên miền xác định bởi hệ: y−2x≤2, 2y−x≥4, x+y≤5 là:","max F(x; y) = 1 khi x = 2, y = - 3;","max F(x; y) = 2 khi x = 0, y = 2;","max F(x; y) = 6 khi x = 1, y = 4;","max F(x; y) = 7 khi x = 2, y = 3",D,Toán 10
932,Phần nửa mặt phẳng không bị gạch (không kể đường thẳng d) ở hình dưới đây là miền nghiệm của bất phương trình ax + by > c. Tính giá trị của biểu thức P = a^2 + b^2 – 2c ?,P = 3,P = 5,P = 7,P = 4,A,Toán 10
933,"Một phân xưởng may áo vest và quần âu để chuẩn bị cho dịp cuối năm. Biết may 1 áo vest hết 2m vải và cần 20 giờ; 1 quần âu hết 1,5 m vải và cần 5 giờ. Xí nghiệp được giao sử dụng không quá 900 m vải và số giờ công không vượt quá 6 000 giờ. Theo khảo sát thị trường, số lượng quần bán ra không nhỏ hơn số lượng áo và không vượt quá 2 lần số lượng áo. Khi xuất ra thị trường, 1 chiếc áo lãi 350 nghìn đồng, 1 chiếc quần lãi 100 nghìn đồng. Phân xưởng cần may bao nhiêu áo vest và quần âu để thu được tiền lãi cao nhất (biết thị trường tiêu thụ luôn đón nhận sản phẩm của xí nghiệp).",180 áo vest và 360 quần âu,250 áo vest và 360 quần âu,240 áo vest và 240 quần âu,225 áo vest và 300 quần âu,D,Toán 10
934,"Cho tam giác ABC với độ dài 3 cạnh BC, AC, AB lần lượt là a, b, c. Khẳng định nào dưới đây đúng?",a^2 = b^2 + c^2 + 2bcsinA;,a^2 = b^2 + c^2 – 2bccosA;,a^2 = b^2 + c^2 – 2acsinA;,a^2 = b^2 + c^2 + 2abcosA;,B,Toán 10
935,Khẳng định nào sau đây đúng ?,sin45° = –√2;2,cos45° = 1;,tan45° = 1;,cot45° = √2;2,C,Toán 10
936,Công thức tính diện tích tam giác ABC,S = 1/2bcsinA,S = 1/2absinB,S = 2acsinB,S = 2bcsinA,A,Toán 10
937,"Cho tam giác ABC với độ dài 3 cạnh BC, AC, AB lần lượt là a, b, c. Nội dung nào thể hiện định lí sin?",a/sinA = b/sinB = c/sinC,a^2 = b^2 + c^2 – 2bccosA,S = 1/2 bcsinA = 1/2 acsinB = 1/2 absinC,b^2 = a^2 + c^2 – 2accosB,A,Toán 10
938,Khẳng định nào sau đây đúng ?,cos^2 x + sin^2 x = 1,cos^2 x + sin^2 x = 0,cos^2 x + sin^2 x = 2,cos^2 x + sin^2 x = 1/4,A,Toán 10
939,Nội dung nào thể hiện công thức Heron?,S = √2p(p + a)(p + b)(p + c);,S = 2√p(p – a)(p – b)(p – c);,S = √p(p + a)(p + b)(p + c);,S = √p(p – a)(p – b)(p – c);,D,Toán 10
941,"Câu 4. Cho tam giác ABC có a = 3, b = 4, c = 5. Tính diện tích tam giác ABC.",9,6,12,8,B,Toán 10
942,Cho tam giác ABC. Tính P = sinA.cos(B + C) + sin(B + C).cosA,0,1,-1,"0,5",A,Toán 10
943,Tính giá trị biểu thức P = sin30°.cos15° + sin150°.cos165°,0,1,-1,"0,5",A,Toán 10
944,"Tam giác ABC có AB = √6 - √2, BC = √3, CA = √2. Tính số đo góc A.",60°,90°,120°,30°,C,Toán 10
945,"Tính diện tích tam giác ABC có b = 2, B = 30°, C = 45°.",1 + √3,1 – √3,(1 + √3)/2,(1 - √3)/2,A,Toán 10
947,"Câu 14. Cho tam giác ABC có AB = 5, AC = 6, BC = 7. Tính cosB.",11/7,17/35,19/35,13/7,C,Toán 10
948,Cho góc α biết sinα + cosα = 5/4. Tính A = sinα.cosα,9/32,7/32,2/39,9/37,A,Toán 10
949,"Tam giác ABC có BC = a, AC = b, AB = c. Các cạnh a, b, c liên hệ với nhau bằng đẳng thức b.( b<sup>2</sup> – a<sup>2</sup> ) = c.( a<sup>2</sup> – c<sup>2 </sup>). Tính <math xmlns=""http://www.w3.org/1998/Math/MathML""><mover accent=""true""><mtext>BAC</mtext><mo>^</mo></mover></math>.",120°;,90°;,30°;,60°.,D,Toán 10
950,Cho 3cosα – sinα = 1; 0° < α < 90°. Tính tanα.,4/3,3/4,4/5,5/4,A,Toán 10
951,Trên nóc tòa nhà có một cột ăng – ten cao 5m. Từ vị trí quan sát A cao 7m so với mặt đất có thể quan sát được đỉnh B và chân C của cột ăng – ten dưới góc 50° và 40° so với phường nằm ngang. Chiều cao của tòa nhà gần nhất với giá trị nào sau đây?,12m;,19m;,29m;,24m;,B,Toán 10
954,"Trong mặt phẳng tọa độ Oxy, cho hai điểm M(3; -1) và N(2; -5). Điểm nào sau đây thẳng hàng với M, N?",P(0; 13),Q(1; -8),H(2; 1),K(3; 1),B,Toán 10
955,Vectơ có điểm đầu là P điểm cuối là Q được kí hiệu là,A. PQ;,B. QP;,C. PQ;,D. PQ.,A,Toán 10
956,"Khi nào tích vô hướng của hai vecto u→, v→ là một số dương.","Khi góc giữa hai vectơ u→, v→ là một góc tù;","Khi góc giữa hai vectơ u→, v→ là góc bẹt;","Khi và chỉ khi góc giữa hai vectơ u→, v→ bằng 0°;","Khi góc giữa hai vectơ u→, v→ là góc nhọn hoặc bằng 0°.",D,Toán 10
958,Hỏi G(3; 6) là trọng tâm của tam giác nào trong các tam giác sau đây?,Tam giác ABD,Tam giác ABC,Tam giác ACD,Tam giác BCD,D,Toán 10
959,"Hãy biểu thị mỗi vecto OM→, ON→ theo các vecto i→, j→.",3i→ + 5j→ và -2i→ + 5/2j→,5i→ + 3j→ và -2i→ + 5/2j→,3i→ + 5j→ và -5/2i→ + 2j→,3i→ - 5j→ và -2i→ - 5/2j→,A,Toán 10
960,"Trong các vectơ sau đây, có bao nhiêu cặp vectơ cùng phương?",Có 1 cặp;,Có 3 cặp;,Có 4 cặp;,Có 0 cặp.,A,Toán 10
961,"Cho tam giác ABC có bao nhiêu vectơ (khác vectơ không) có điểm đầu và điểm cuối là đỉnh A, B, C?",3,4,5,6,D,Toán 10
962,Điền từ thích hợp vào dấu (…) để được mệnh đề đúng. “Hai vectơ ngược hướng thì …”,có giá song song;,cùng phương;,có độ dài bằng nhau;,có giá trùng nhau;,B,Toán 10
963,Mệnh đề nào sau đây là đúng?,Có duy nhất một vectơ cùng phương với mọi vec tơ;,Có vô số vectơ cùng phương với mọi vectơ;,Không có vectơ nào cùng phương với mọi vectơ;,Có ít nhất hai vectơ cùng phương với mọi vectơ.,B,Toán 10
964,Có bao nhiêu cặp vectơ không cùng phương trên hình vẽ?,3,2,1,0,A,Toán 10
965,"Trong mặt phẳng tọa độ Oxy, cho B(1; 2) và C(3; -1). Độ dài BÌC là:",5,3,√13,√15,C,Toán 10
966,"Trong mặt phẳng tọa độ Oxy, cho hai điểm A(2;1), B(3;3). Tìm điểm M(x;y) để OABM là một hình bình hành.",M(1; 2),M(-1; 2),M(1; -2),M(-1; -2),A,Toán 10
967,"Trong mặt phẳng tọa độ Oxy, cho các điểm M(1;3), N(4;2). Nhận xét nào sau đây đúng nhất về tam giác OMN.",Tam giác OMN là tam giác đều;,Tam giác OMN vuông cân tại M;,Tam giác OMN vuông cân tại N;,Tam giác OMN vuông cân tại O.,B,Toán 10
968,"Trong mặt phẳng tọa độ Oxy, cho tam giác ABC có G là trọng tâm. Cho tọa độ các điểm A(1;3), B(2;4), G(-3;2). Tọa độ điểm C là:",C(0; 3);,C(-6; -5);,C(-12; -1);,C(0; 9);,C,Toán 10
969,"Trong mặt phẳng tọa độ Oxy, cho các điểm A(k-1/3; 5), B(-2; 12) và C(2/3; k-2). Giá trị dương của k thuộc khoảng nào dưới đây thì ba điểm A, B, C thẳng hàng.",A. (10; 12),B. (-2; 0),C. (14; 15),D. (12; 14),A,Toán 10
971,"Góc giữa vectơ <math xmlns=""http://www.w3.org/1998/Math/MathML""><mover accent=""true""><mi>a</mi><mo>→</mo></mover><mfenced><mrow><mo>−</mo><mn>1</mn><mo>;</mo><mo>−</mo><mn>1</mn></mrow></mfenced></math> và vecto <math xmlns=""http://www.w3.org/1998/Math/MathML""><mover accent=""true""><mi>b</mi><mo>→</mo></mover><mfenced><mrow><mo>−</mo><mn>1</mn><mo>;</mo><mn>0</mn></mrow></mfenced></math> có số đo bằng:",90°.,0°.,135°.,45°.,D,Toán 10
973,"Trong mặt phẳng tọa độ Oxy, cho điểm A(-1; 3), B(0; 4) và C(2x – 1; 3x^2). Tổng các giá trị của x thỏa mãn AB→.AC→ = 2",-2/3,-8/3,-5/3,1,A,Toán 10
974,"Trong mặt phẳng tọa độ Oxy, cho các vecto u→ và v→. Có bao nhiêu giá trị nguyên của x thỏa mãn u→ = 2v→.",0,1,2,3,A,Toán 10
975,"Trong mặt phẳng tọa độ Oxy, cho hai điểm M(3; -1) và N(2; -5). Điểm nào sau đây thẳng hàng với M, N?",P(0; 13),Q(1; -8),H(2; 1),K(3; 1),B,Toán 10
976,Tọa độ đỉnh I của parabol (P): y = x2 + 8x + 12 là,I(– 4; – 4),I(– 1; – 1),I(– 4; 4),I(4; 4),A,Toán 10
979,Tam thức f(x) = x² – 2x – 3 nhận giá trị dương khi và chỉ khi,x ∈ (– ∞; – 3) (– 1; + ∞) ;,x ∈ (– ∞; – 1) (3; + ∞) ;,x ∈ (– ∞; – 2) (6; + ∞) ;,x ∈ (1; 3),B,Toán 10
980,Cho parabol (P): y = ax<sup>2</sup> + bx + 1. Xác định (P) biết rằng parabol đi qua hai điểm A(1; 4) và B(– 1; 2).,y = x<sup>2</sup> + 2x + 1,y = 5x<sup>2</sup> – 2x + 1,y = – x<sup>2</sup> + 5x + 1,y = 2x<sup>2</sup> + x + 1,D,Toán 10
981,Nghiệm của phương trình 2x – 3 ≥ 0,5,-3,6,4,C,Toán 10
982,Số nghiệm của phương trình x² - 3x = 2x - 4,4,2,0,1,D,Toán 10
983,Tập xác định của hàm số y = √(x-2) - 2 / (x-6) là:,D = [2; + ∞),D = [2; 6) ∪ (6; + ∞),D = (6; + ∞),D = ℝ{6},B,Toán 10
984,Cho parabol (P): y = ax^2 + bx + c có đồ thị như hình bên. Phương trình của parabol này là :,y = 2x^2 – 4x – 1,y = x^2 – 2x – 1,y = 2x^2 – 8x – 1,y = 2x^2 – x – 1,A,Toán 10
985,"Cho hàm số: y = x² – 2x – 1, khẳng định nào sau đây sai?",Hàm số đồng biến trên (1; + ∞) ;,Đồ thị hàm số có trục đối xứng x = – 2;,Hàm số nghịch biến trên (– ∞; 1);,Đồ thị hàm số có đỉnh I(1; – 2).,B,Toán 10
986,Cho f(x) = mx² – 2x – 1. Xác định m để f(x) < 0 với mọi x ∈ ℝ.,m < – 1,m < 0,- 1 < m < 0,m < 1 và m ≠ 0,A,Toán 10
987,Tổng các nghiệm của phương trình x² – 2x + 3√(x² – 2x – 3) = 7 là:,1,0,2,2√2,C,Toán 10
988,Nghiệm của phương trình x−2+√x+3=5 là,x = 2,x = 4,x = 5,x = 6,D,Toán 10
989,Hàm số y = – x² + 2x + 1 đồng biến trên khoảng,(– ∞; + ∞),(– ∞; 1),(1; + ∞),(– ∞; 2),B,Toán 10
990,Cho bất phương trình 2x² – 4x + m + 5 > 0. Tìm m để bất phương trình đúng ∀x≥3?,m ≥ – 11,m > – 11,m < – 11,m < 11,B,Toán 10
992,Bất phương trình: x² – 3x – 4 . có bao nhiêu nghiệm nguyên dương?,0,1,2,3,D,Toán 10
993,Hàm số đồng biến trên khoảng,-∞; -3/2,-∞; -25/4,-3/2; +∞,-25/4; +∞,C,Toán 10
994,"Tìm tất cả các giá trị của a để bất phương trình ax<sup>2</sup> – x + a ≥ 0, ∀x∈ℝ",a = 0,a < 0,0 < a ≤ 1/2,a ≥ 1/2,D,Toán 10
995,Để f(x) = x² + (m + 1)x +2m + 7 > 0 với mọi x thì,- 3 ≤ m ≤ 9,m < -3 or m > 9,- 3 < m < 9,m ≤ -3 or m ≥ 9,C,Toán 10
996,Tìm tất cả các giá trị thực của tham số m để bất phương trình f(x) = (m – 3)x<sup>2</sup> + (m + 2)x – 4 > 0 vô nghiệm,m ≤ -22,-22 ≤ m ≤ 2,-22 < m < 2,"-22 ≤ m ≤ 2, m = 3",B,Toán 10
997,"Kết luận nào sau đây đúng về hệ số a, b:",a > 0; b > 0,a < 0; b > 0,a > 0; b < 0,a > 0; c < 0,C,Toán 10
998,Tập xác định của hàm số y = √(x-2) + 3√((x^2)-1)/3 là,2; +∞,1; +∞,-∞; 1 ∪ 2; +∞,1; 2 ∪ 3; +∞,A,Toán 10
999,Phương trình x² – (m – 1)x + m² – 3m + 2 = 0 có hai nghiệm trái dấu nhau khi và chỉ khi,m < 3,m < 1,m = 1,1 < m < 2,D,Toán 10
1000,Số giá trị nguyên của x thỏa mãn điều kiện xác định của phương trình : 2−x+4/(x+1)+3=1 là:,0,1,2,3,B,Toán 10
1001,Phương trình (x+4)(x+1)−3√x²+5x+2=6 có bao nhiêu nghiệm nguyên âm:,0,1,2,3,B,Toán 10
1002,Cho tập hợp E = {x ∈ ℕ | x là ước chung của 20 và 40}. Tập hợp E có bao nhiêu phần tử?,4,5,3,2,B,Toán 10
1003,Tập hợp B = {0; a; b} có bao nhiêu tập con?,5,6,7,8,D,Toán 10
1004,Phát biểu mệnh đề P kéo theo Q.,Hoặc x là số chẵn hoặc x chia hết cho 2;,Nếu x là số chẵn thì x chia hết cho 2;,Nếu x chia hết cho 2 thì x là số chẵn;,x là số chẵn và x chia hết cho 2.,B,Toán 10
1005,Cho tập hợp B gồm các số tự nhiên bé hơn 20 và chia hết cho 4. Viết tập hợp trên dưới dạng chỉ ra tính chất đặc trưng cho các phần tử của tập hợp đó.,B = {x ∈ ℤ | x ≤ 20 và x ⋮ 4},B = {x ∈ ℤ | x < 20 và x ⋮ 4},B = {x ∈ ℕ | x ≤ 20 và x ⋮ 4},B = {x ∈ ℕ | x < 20 và x ⋮ 4},D,Toán 10
1006,Phủ định của mệnh đề: “Có ít nhất một số tự nhiên có hai chữ số chia hết cho 11” là mệnh đề nào sau đây:,Mọi số tự nhiên có hai chữ số đều chia hết cho 11;,Có ít nhất một số tự nhiên có hai chữ số không chia hết cho 11;,Mọi số tự nhiên có hai chữ số đều không chia hết cho 11;,Có một số tự nhiên có hai chữ số chia hết cho 11.,C,Toán 10
1007,Cho các tập hợp: A = {x ∈ ℤ | 1 < x < 4}; B = {x ∈ ℤ | 3 < x < 5}. Xác định tập hợp X = A ∪ B.,X = {2; 3; 4},X = {3; 4},X = {2; 3},X = {1; 2; 3},A,Toán 10
1008,Cho mệnh đề: “x² – 1 chia hết cho 24 khi và chỉ khi x là một số nguyên tố lớn hơn 3”.,x² – 1 chia hết cho 24 tương đương với x là một số nguyên tố lớn hơn 3,x² – 1 chia hết cho 24 là điều kiện cần và đủ để x là một số nguyên tố lớn hơn 3,x² – 1 chia hết cho 24 nếu và chỉ nếu x là một số nguyên tố lớn hơn 3,x² – 1 chia hết cho 24 là điều kiện đủ để x là một số nguyên tố lớn hơn 3,D,Toán 10
